name,type_id,1st,2nd,3rd,4th,5th
女式三神裔生存套装（试炼场）,55855,服饰,女装,外套,,
女式“合格蛋人”战斗套装,55856,服饰,女装,外套,,
男式“合格蛋人”战斗套装,55857,服饰,男装,外套,,
男式三神裔生存套装（试炼场）,55858,服饰,男装,外套,,
'扒手'电磁电压薄膜,55860,舰船装备,船体和装甲,电压装甲抗性薄膜,电磁电压薄膜,
'诱惑'爆炸电压薄膜,55862,舰船装备,船体和装甲,电压装甲抗性薄膜,爆炸电压薄膜,
10万赏金加密债券,55930,贸易货物,赏金加密债券,,,
1万赏金加密债券,55931,贸易货物,赏金加密债券,,,
1000万赏金加密债券,55932,贸易货物,赏金加密债券,,,
100万赏金加密债券,55933,贸易货物,赏金加密债券,,,
破天级蓝星保卫者涂装,55984,舰船涂装,护卫舰,势力护卫舰,海军势力,
唤风级蓝星保卫者涂装,55985,舰船涂装,巡洋舰,势力巡洋舰,海军势力,
雷裔级蓝星保卫者涂装,55986,舰船涂装,战列舰,势力战列舰,海军势力,
"荣耀-1""女神""纤维",56065,贸易货物,纤维,三神裔领地离境,,
"荣耀-5""女神""纤维",56066,贸易货物,纤维,三神裔领地离境,,
"荣耀-15""女神""纤维",56067,贸易货物,纤维,三神裔领地离境,,
"近邻-5""采集""纤维",56068,贸易货物,纤维,三神裔领地离境,,
"近邻-15""采集""纤维",56069,贸易货物,纤维,三神裔领地离境,,
"演化-5""雷电裔边疆""纤维",56070,贸易货物,纤维,三神裔领地入境,,
"演化-15""雷电裔边疆""纤维",56071,贸易货物,纤维,三神裔领地入境,,
"演化-5""暗泽裔边疆""纤维",56072,贸易货物,纤维,三神裔领地入境,,
"演化-15""暗泽裔边疆""纤维",56073,贸易货物,纤维,三神裔领地入境,,
"演化-5""熔火裔边疆""纤维",56074,贸易货物,纤维,三神裔领地入境,,
"演化-15""熔火裔边疆""纤维",56075,贸易货物,纤维,三神裔领地入境,,
"边界-5""波赫文""纤维",56076,贸易货物,纤维,三神裔领地入境,,
"边界-15""波赫文""纤维",56077,贸易货物,纤维,三神裔领地入境,,
内部-5'波赫文'纤维,56078,贸易货物,纤维,三神裔领地入境,,
内部-15'波赫文'纤维,56079,贸易货物,纤维,三神裔领地入境,,
家园-5'波赫文'纤维,56080,贸易货物,纤维,三神裔领地入境,,
家园-15'波赫文'纤维,56081,贸易货物,纤维,三神裔领地入境,,
宁静电子深渊纤维,56131,贸易货物,纤维,电子纤维,,
宁静黑暗深渊纤维,56132,贸易货物,纤维,黑暗纤维,,
宁静异种深渊纤维,56133,贸易货物,纤维,异种纤维,,
宁静火瀑深渊纤维,56134,贸易货物,纤维,火瀑纤维,,
宁静伽玛深渊纤维,56136,贸易货物,纤维,伽玛纤维,,
灾变电子深渊纤维,56139,贸易货物,纤维,电子纤维,,
灾变黑暗深渊纤维,56140,贸易货物,纤维,黑暗纤维,,
灾变异种深渊纤维,56141,贸易货物,纤维,异种纤维,,
灾变火瀑深渊纤维,56142,贸易货物,纤维,火瀑纤维,,
灾变伽玛深渊纤维,56143,贸易货物,纤维,伽玛纤维,,
女式伊甸联合防御阵线'信赖'贝雷帽,56144,服饰,饰品,头饰,,
男式伊甸联合防御阵线'信赖'贝雷帽,56145,服饰,饰品,头饰,,
女式伊甸联合防御阵线'信赖'T恤,56146,服饰,女装,上装,,
男式伊甸联合防御阵线'信赖'T恤,56147,服饰,男装,上装,,
复仇级王权利剑涂装,56190,舰船涂装,护卫舰,高级护卫舰,突击护卫舰,艾玛
咒逐级王权利剑涂装,56191,舰船涂装,护卫舰,高级护卫舰,隐形特勤舰,艾玛
狂热级王权利剑涂装,56192,舰船涂装,巡洋舰,高级巡洋舰,重型突击巡洋舰,艾玛
渎圣级王权利剑涂装,56193,舰船涂装,巡洋舰,高级巡洋舰,重型突击巡洋舰,艾玛
预言级王权利剑涂装,56194,舰船涂装,战列巡洋舰,标准战列巡洋舰,艾玛,
地狱天使级王权利剑涂装,56195,舰船涂装,战列舰,标准战列舰,艾玛,
使徒级王权利剑涂装,56196,舰船涂装,旗舰,战力辅助舰,艾玛,
方舟级王权利剑涂装,56197,舰船涂装,旗舰,战略货舰,艾玛,
执政官级王权利剑涂装,56198,舰船涂装,旗舰,航空母舰,标准航空母舰,艾玛
万古级王权利剑涂装,56199,舰船涂装,旗舰,航空母舰,标准航空母舰,艾玛
空堡昇威量子芯,56201,建筑装备,量子芯,,,
阿塔诺昇威量子芯,56202,建筑装备,量子芯,,,
莱塔卢昇威量子芯,56203,建筑装备,量子芯,,,
铁壁昇威量子芯,56204,建筑装备,量子芯,,,
塔塔拉昇威量子芯,56205,建筑装备,量子芯,,,
阿兹贝尔昇威量子芯,56206,建筑装备,量子芯,,,
星城昇威量子芯,56207,建筑装备,量子芯,,,
索迪约昇威量子芯,56208,建筑装备,量子芯,,,
女式'蛋人演化枝'贝雷帽,56209,服饰,饰品,头饰,,
男式'蛋人演化枝'贝雷帽,56210,服饰,饰品,头饰,,
女式'蛋人演化枝'T恤,56211,服饰,女装,上装,,
男式'蛋人演化枝'T恤,56212,服饰,男装,上装,,
女式伊甸联合防御阵线'勇士'指挥官夹克,56223,服饰,女装,外套,,
男式伊甸联合防御阵线'勇士'指挥官夹克,56224,服饰,男装,外套,,
女式三神裔生存套装（阈限）,56225,服饰,女装,外套,,
男式三神裔生存套装（阈限）,56226,服饰,男装,外套,,
女式生化适应蛋人战斗套装,56264,服饰,女装,外套,,
女式伊甸联合防御阵线'挑衅'战斗套装,56265,服饰,女装,外套,,
男式生化适应蛋人战斗套装,56266,服饰,男装,外套,,
男式伊甸联合防御阵线'挑衅'战斗套装,56267,服饰,男装,外套,,
腐朽的重型跃迁扰频器突变质体,56269,舰船和装备改装件,突变质体,跃迁扰断突变质体,,
不稳定的重型跃迁扰频器突变质体,56270,舰船和装备改装件,突变质体,跃迁扰断突变质体,,
怀璧的重型跃迁扰频器突变质体,56271,舰船和装备改装件,突变质体,跃迁扰断突变质体,,
不稳定的重型跃迁扰断器突变质体,56272,舰船和装备改装件,突变质体,跃迁扰断突变质体,,
怀璧的重型跃迁扰断器突变质体,56273,舰船和装备改装件,突变质体,跃迁扰断突变质体,,
腐朽的重型跃迁扰断器突变质体,56274,舰船和装备改装件,突变质体,跃迁扰断突变质体,,
腐朽的10000MN加力燃烧器突变质体,56275,舰船和装备改装件,突变质体,空间技术突变质体,旗舰级空间技术突变质体,
不稳定的10000MN加力燃烧器突变质体,56276,舰船和装备改装件,突变质体,空间技术突变质体,旗舰级空间技术突变质体,
怀璧的10000MN加力燃烧器突变质体,56277,舰船和装备改装件,突变质体,空间技术突变质体,旗舰级空间技术突变质体,
腐朽的50000MN微型跃迁推进器突变质体,56278,舰船和装备改装件,突变质体,空间技术突变质体,旗舰级空间技术突变质体,
不稳定的50000MN微型跃迁推进器突变质体,56279,舰船和装备改装件,突变质体,空间技术突变质体,旗舰级空间技术突变质体,
怀璧的50000MN微型跃迁推进器突变质体,56280,舰船和装备改装件,突变质体,空间技术突变质体,旗舰级空间技术突变质体,
腐朽的旗舰级装甲维修器突变质体,56281,舰船和装备改装件,突变质体,装甲突变质体,旗舰级装甲突变质体,
不稳定的旗舰级装甲维修器突变质体,56282,舰船和装备改装件,突变质体,装甲突变质体,旗舰级装甲突变质体,
怀璧的旗舰级装甲维修器突变质体,56283,舰船和装备改装件,突变质体,装甲突变质体,旗舰级装甲突变质体,
不稳定的旗舰级辅助装甲维修器突变质体,56284,舰船和装备改装件,突变质体,装甲突变质体,旗舰级装甲突变质体,
腐朽的旗舰级护盾回充增量器突变质体,56285,舰船和装备改装件,突变质体,,旗舰级护盾突变质体,
不稳定的旗舰级护盾回充增量器突变质体,56286,舰船和装备改装件,突变质体,,旗舰级护盾突变质体,
怀璧的旗舰级护盾回充增量器突变质体,56287,舰船和装备改装件,突变质体,,旗舰级护盾突变质体,
不稳定的旗舰级辅助护盾回充增量器突变质体,56288,舰船和装备改装件,突变质体,,旗舰级护盾突变质体,
腐朽的旗舰级掠能器突变质体,56289,舰船和装备改装件,突变质体,工程突变质体,旗舰级工程突变质体,
不稳定的旗舰级掠能器突变质体,56290,舰船和装备改装件,突变质体,工程突变质体,旗舰级工程突变质体,
怀璧的旗舰级掠能器突变质体,56291,舰船和装备改装件,突变质体,工程突变质体,旗舰级工程突变质体,
腐朽的旗舰级能量中和器突变质体,56292,舰船和装备改装件,突变质体,工程突变质体,旗舰级工程突变质体,
不稳定的旗舰级能量中和器突变质体,56293,舰船和装备改装件,突变质体,工程突变质体,旗舰级工程突变质体,
怀璧的旗舰级能量中和器突变质体,56294,舰船和装备改装件,突变质体,工程突变质体,旗舰级工程突变质体,
腐朽的会战装备突变质体,56299,舰船和装备改装件,突变质体,武器升级突变质体,会战装备突变质体,
不稳定的会战装备突变质体,56300,舰船和装备改装件,突变质体,武器升级突变质体,会战装备突变质体,
怀璧的会战装备突变质体,56301,舰船和装备改装件,突变质体,武器升级突变质体,会战装备突变质体,
宁静深渊纤维箱,56365,特别版用品,特别版商品,,,
忏悔者级恶魔沼光涂装,56590,舰船涂装,驱逐舰,高级驱逐舰,战术驱逐舰,艾玛
先知级恶魔沼光涂装,56591,舰船涂装,战列巡洋舰,标准战列巡洋舰,艾玛,
末日沙场级恶魔沼光涂装,56592,舰船涂装,战列舰,标准战列舰,艾玛,
猛鲑级恶魔沼光涂装,56593,舰船涂装,战列巡洋舰,标准战列巡洋舰,加达里,
渡神级恶魔沼光涂装,56594,舰船涂装,旗舰,货舰,加达里,
凤凰级恶魔沼光涂装,56595,舰船涂装,旗舰,无畏舰,标准无畏舰,加达里
赫卡特级恶魔沼光涂装,56596,舰船涂装,驱逐舰,高级驱逐舰,战术驱逐舰,盖伦特
多米尼克斯级恶魔沼光涂装,56597,舰船涂装,战列舰,标准战列舰,盖伦特,
绝念级恶魔沼光涂装,56598,舰船涂装,旗舰,航空母舰,标准航空母舰,盖伦特
黑豹级恶魔沼光涂装,56599,舰船涂装,战列舰,高级战列舰,黑隐特勤舰,米玛塔尔
纳迦法级恶魔沼光涂装,56600,舰船涂装,旗舰,无畏舰,标准无畏舰,米玛塔尔
尼铎格尔级恶魔沼光涂装,56601,舰船涂装,旗舰,航空母舰,标准航空母舰,米玛塔尔
塞纳波级恶魔沼光涂装,56602,舰船涂装,巡洋舰,势力巡洋舰,海盗势力,
马克瑞级恶魔沼光涂装,56603,舰船涂装,战列舰,势力战列舰,海盗势力,
冲锋者级碎石先锋涂装,56604,舰船涂装,护卫舰,标准护卫舰,联合矿业,
掘金者级碎石先锋涂装,56605,舰船涂装,护卫舰,高级护卫舰,勘探护卫舰,
海豚级碎石先锋涂装,56606,舰船涂装,运载舰和工业舰,工业指挥舰,联合矿业,
永恒者级碎石先锋涂装,56607,舰船涂装,护卫舰,高级护卫舰,勘探护卫舰,
猎获级碎石先锋涂装,56608,舰船涂装,采矿驳船,采矿驳船,,
回旋者级碎石先锋涂装,56609,舰船涂装,采矿驳船,采矿驳船,,
妄想级碎石先锋涂装,56610,舰船涂装,采矿驳船,采矿驳船,,
原始级碎石先锋涂装,56611,舰船涂装,运载舰和工业舰,特别版运载舰,联合矿业,
逆戟鲸级碎石先锋涂装,56612,舰船涂装,运载舰和工业舰,工业指挥舰,联合矿业,
长须鲸级碎石先锋涂装,56613,舰船涂装,旗舰,旗舰级工业舰,联合矿业,
弓头鲸级碎石先锋涂装,56614,舰船涂装,旗舰,货舰,联合矿业,
轻舟级碎石先锋涂装,56615,舰船涂装,采矿驳船,采掘者,,
麦基诺级碎石先锋涂装,56616,舰船涂装,采矿驳船,采掘者,,
霍克级碎石先锋涂装,56617,舰船涂装,采矿驳船,采掘者,,
黑夜级碎石先锋涂装,56618,舰船涂装,运载舰和工业舰,标准运载舰,联合矿业,
深渊塔拉岩,56625,制造和研究,材料,原材料,标准矿石,塔拉岩
哈达尔塔拉岩,56626,制造和研究,材料,原材料,标准矿石,塔拉岩
深渊贝兹岩,56627,制造和研究,材料,原材料,标准矿石,贝兹岩
哈达尔贝兹岩,56628,制造和研究,材料,原材料,标准矿石,贝兹岩
深渊拉克岩,56629,制造和研究,材料,原材料,标准矿石,拉克岩
哈达尔拉克岩,56630,制造和研究,材料,原材料,标准矿石,拉克岩
女式'血色收割'帽子,56634,服饰,饰品,头饰,,
女式'血色收割'夹克,56635,服饰,女装,外套,,
女式'血色收割'T恤,56636,服饰,女装,上装,,
男式'血色收割'帽子,56637,服饰,饰品,头饰,,
男式'血色收割'夹克,56638,服饰,男装,外套,,
男式'血色收割'T恤,56639,服饰,男装,上装,,
移动式生物质收割者,56701,特别版用品,特别版可部署建筑,,,
星际导航日志,56708,贸易货物,工业货物,,,
损坏的神经突触资料,56709,贸易货物,工业货物,,,
残缺的神经突触资料,56710,贸易货物,工业货物,,,
完整的神经突触资料,56711,贸易货物,工业货物,,,
完整的神经突触模板,56712,贸易货物,工业货物,,,
舰船核心全息影像,56713,贸易货物,工业货物,,,
模块化系统全息影像,56714,贸易货物,工业货物,,,
人文符号化数据,56715,贸易货物,工业货物,,,
受保护的设备样式,56716,贸易货物,工业货物,,,
纳米触发式克隆映射装置,56733,植入体和增效剂,增效剂,克隆映射装置,,
战术克隆重制体蓝图,56734,蓝图和反应,舰船装备,舰队辅助装备,,
战术克隆重制体,56735,舰船装备,舰队辅助装备,克隆舱,,
海四永恒焰火,56745,特别版用品,特别版节日用品,,,
停滞缠绕探针,56748,军火和弹药,探针,拦截探针,,
停滞缠绕探针蓝图,56749,蓝图和反应,军火和弹药,探针,拦截探针,
乌鸦级死亡之辉残余涂装,56782,舰船涂装,战列舰,标准战列舰,加达里,
台风级死亡之辉残余涂装,56783,舰船涂装,战列舰,标准战列舰,米玛塔尔,
伐木者级死亡之辉残余涂装,56784,舰船涂装,护卫舰,标准护卫舰,米玛塔尔,
矮脚鸡级死亡之辉残余涂装,56785,舰船涂装,护卫舰,标准护卫舰,加达里,
空白的战斗克隆体,56788,特别版用品,特别版商品,,,
帝国海军切割机级萨拉姆涂装,56789,舰船涂装,护卫舰,势力护卫舰,海军势力,
灾难级海军型萨拉姆涂装,56790,舰船涂装,战列舰,势力战列舰,海军势力,
末日沙场级海军型萨拉姆涂装,56791,舰船涂装,战列舰,势力战列舰,海军势力,
奥格诺级海军型萨拉姆涂装,56792,舰船涂装,巡洋舰,势力巡洋舰,海军势力,
磨难级海军型萨拉姆涂装,56793,舰船涂装,护卫舰,势力护卫舰,海军势力,
先驱者级海军型萨拉姆涂装,56794,舰船涂装,战列巡洋舰,势力战列巡洋舰,海军势力,
启示级海军型萨拉姆涂装,56795,舰船涂装,巡洋舰,势力巡洋舰,海军势力,
巨神兵级血袭者涂装,56796,舰船涂装,护卫舰,标准护卫舰,艾玛,
主宰级血袭者涂装,56797,舰船涂装,巡洋舰,标准巡洋舰,艾玛,
Apocalypse Blood Raiders SKIN,#N/A,舰船涂装,战列舰,标准战列舰,艾玛,
女式吉他海四工作人员鞋子,56844,服饰,女装,鞋靴,,
女式吉他海四工作人员上衣,56845,服饰,女装,上装,,
女式吉他海四工作人员长裤,56846,服饰,女装,下装,,
男式吉他海四工作人员鞋子,56847,服饰,男装,鞋靴,,
男式吉他海四工作人员上衣,56848,服饰,男装,上装,,
男式吉他海四工作人员长裤,56849,服饰,男装,下装,,
男式吉他海四执政官长裤,56850,服饰,男装,下装,,
男式吉他海四执政官夹克,56851,服饰,男装,外套,,
女式吉他海四执政官夹克,56852,服饰,女装,外套,,
女式吉他海四执政官长裤,56853,服饰,女装,下装,,
女式'塞卡'面部改装,56854,服饰,饰品,身体改装,,
男式'塞卡'面部改装,56855,服饰,饰品,身体改装,,
男式'樱花绽放'探索套装,56856,服饰,男装,外套,,
女式'樱花绽放'探索套装,56857,服饰,女装,外套,,
狮鹫级海四前进涂装,56861,舰船涂装,护卫舰,标准护卫舰,加达里,
苍鹭级海四前进涂装,56862,舰船涂装,护卫舰,标准护卫舰,加达里,
巨鸟级海四前进涂装,56863,舰船涂装,巡洋舰,标准巡洋舰,加达里,
乌鸦级海四前进涂装,56864,舰船涂装,战列舰,标准战列舰,加达里,
毒蝎级海四前进涂装,56865,舰船涂装,战列舰,标准战列舰,加达里,
狐鼬级海四前进涂装,56866,舰船涂装,运载舰和工业舰,标准运载舰,加达里,
茶隼级海四前进涂装,56867,舰船涂装,护卫舰,标准护卫舰,加达里,
